T5	T10	T15	T20	T25	T30	T35	T40
256.758274006	316.890965012	303.373757896	308.039595886	297.138346354	221.275609958	155.953890291	253.567661693
306.57294325	315.861733683	310.586939494	304.463023971	244.098757282	188.160176235	186.067409299	289.573518573
253.470382076	240.034455677	178.035165928	136.354506422	167.747714254	116.51180595	123.870445789	232.877173123
163.529643601	202.253635544	220.433409766	227.085259417	226.241516552	211.073719821	113.650550952	85.6009199293
214.700231155	207.899895073	175.115503298	107.167063822	108.009097618	86.2260591136	72.5887767357	136.976882423
402.199115318	431.533003839	406.180479728	309.968996598	460.665528982	392.497432939	415.854709088	497.495341666
209.318537206	231.367001373	174.145334948	122.268751874	156.35280348	86.5189391783	106.196895523	219.551077311
246.761570975	221.820905647	142.212134547	109.88536973	144.00602886	128.776207687	90.088429291	184.917875354
279.142395898	289.787319595	260.020770066	218.412342758	240.467457723	190.735530497	119.527335462	234.315965611
221.149895301	193.552560772	132.079893394	79.9919354817	108.880376161	80.5971393021	130.433736045	197.038540315
238.498037902	252.521282652	193.692282239	130.060209598	153.921163115	121.560495772	117.795233241	219.560228888
191.205665896	234.30496564	255.401562736	299.69069984	279.719863431	264.883598276	204.202269842	132.720949007
293.677480301	240.446321833	296.157817866	243.942587628	229.46327189	165.294831858	143.163996856	211.679893135
287.412132503	282.265994474	310.972901542	310.930011317	244.647678879	209.199327481	159.753459235	217.030039949
137.333830609	158.402972433	136.19891511	182.346009786	241.764282227	272.745622366	239.110048025	246.184963662
226.256969686	246.22530446	219.042164637	202.555528865	166.626245722	109.875347372	96.2075904122	181.512974233
242.212761437	278.383588394	270.94257662	221.674465717	192.056853429	152.389753969	130.570102768	249.516486661
229.449400512	209.122134802	166.014603237	203.735836581	260.866611409	274.623969312	319.198153754	312.65397289
290.1052879	281.416876283	278.329189205	281.614145627	249.836709508	194.678623367	134.683163265	255.197276085
196.843631156	133.196884206	98.1243576459	48.7830263432	52.151160605	50.4487885597	44.1335382398	112.759266693
196.846186452	196.78419777	148.672933554	104.42261141	63.8029941955	80.8495967171	76.563593208	161.885155021
268.611558206	254.288121925	180.389497289	177.541964693	168.61340356	139.889346429	156.18546775	274.435278599
200.17090888	172.881111401	113.684643346	67.4169281368	88.7870815853	90.6993486202	60.5221011838	176.2180563
205.447014213	188.102953968	125.041970067	80.2402984312	112.265028013	85.2192785276	48.0416703448	145.690098449
162.839805731	182.427208927	258.559803925	248.929902061	233.464161708	269.340115936	189.786767288	113.943676656
203.656608417	208.307018143	208.483617659	221.826567176	207.110078441	291.504246554	354.068955126	234.472938044
244.499774411	248.659634926	247.982674139	216.852395696	147.547536013	132.42879272	124.364156545	221.228098259
205.304854798	184.868554095	118.546238961	71.9047737396	89.6430497204	84.7571752534	52.5084386318	111.855138985
245.52992995	218.893082433	148.793529922	103.819937617	145.958153265	122.539313008	121.214828299	218.755728193
320.485262877	307.937134404	279.280538316	266.622577898	337.051361161	219.422938968	174.676184814	259.025969973
291.935929772	293.917752383	270.773615007	200.448413986	169.426051847	179.658916995	168.758903997	213.918905793
240.748352665	225.179888834	191.489395705	210.490064378	186.437195541	321.40051884	296.661204805	308.13848836
175.354852784	225.495449378	238.120655468	309.789286583	313.786124008	270.026746834	239.66450059	170.929168029
253.690042893	228.904966726	197.383630433	143.163996856	164.983646726	144.665011515	106.691132693	244.821235247
319.927389201	409.15878341	353.060336954	317.805137454	369.812407635	318.216680809	363.728080614	473.262070515
213.064362114	225.709108703	205.818045464	219.786175485	146.709710432	115.481142687	89.5138239042	130.344973141
192.74881778	196.582695151	171.581014333	145.747372081	88.0934067492	74.0701641587	94.2430493337	206.214563814
268.52578625	291.503319458	256.77542834	216.266699161	174.12835559	159.624805858	149.838554526	245.385294404
222.356299058	206.857830168	135.772429796	86.7382562625	112.546167841	103.411762166	96.9447735241	187.002290642
164.432257453	224.985711736	156.141966566	129.151921499	108.519403087	68.196218175	101.416242147	206.688204758
173.968540439	166.983114613	118.379451313	66.7932459056	72.7288966282	55.2358953352	41.3239055881	152.570762415
178.520247875	220.539549757	148.957552327	75.1331829097	118.754178591	91.8640226454	114.132145619	206.975492132
216.92711625	220.623766725	197.14877161	223.617108855	136.467160303	87.2957546786	128.138983337	220.383614306
197.639902358	173.422285554	118.845704226	72.8084379875	92.3399541458	63.3081041374	55.3453961315	149.708059836
210.053374805	216.872015205	129.97604661	106.23344018	92.3508844444	120.940120368	91.065643585	195.83724907
143.777215586	187.938208663	224.703953071	236.931744774	258.357839085	184.82634986	115.422653966	123.778921345
208.248153357	165.334866695	153.816760386	114.916169201	124.089448997	182.896547606	217.951225555	276.88586821
184.652711937	227.840708781	201.74346331	198.741301173	129.662092909	91.0362118508	95.5198346694	204.284511923
254.528273097	252.229665648	246.071450479	189.27517086	166.151832629	117.84669461	157.111772309	248.018406418
152.904335845	171.662958049	240.202563169	209.101710587	131.212232411	85.0613164559	108.215260787	201.782707269
156.667349279	172.660891426	155.682880785	179.487602482	243.574755652	152.939285301	69.8971185515	92.8142069529
200.654444303	219.707395156	347.907650625	265.946607631	233.442786786	181.493572647	196.435718564	214.743032003
215.993557044	206.721818597	176.89732731	122.792017378	113.552557861	70.9703483807	92.870692191	123.865246925
229.078868277	207.625317977	155.931786864	115.477568812	138.047727751	117.93960049	105.263336745	234.927343279
213.685048181	248.198517949	175.612163616	143.465914744	173.828165066	137.873771284	171.023517249	291.589087336
182.425618288	109.314093528	66.0181767031	50.7032157569	38.7338032894	40.6567581506	44.208337825	134.528346823
254.702454448	275.279419036	264.64394952	220.157363937	176.79242458	137.478320692	171.966924634	270.736344016
226.708360762	186.482956854	287.636803953	270.960880305	215.926673684	291.270365465	338.991693791	198.912103128
197.969392405	215.487348569	195.717868114	211.231419506	164.590087891	101.767067672	88.0199561791	107.588081437
321.625416978	323.152110478	307.662206182	253.945047103	259.331342649	248.164212833	188.228789443	193.640818518
291.062748751	230.018748771	191.716629687	181.336598238	163.68662004	140.336454762	124.138505455	209.503962235
176.244691588	175.528489367	177.39258065	238.328660265	213.487221478	302.777075459	304.248725287	220.766983801
206.649279789	182.168878389	130.124864402	83.3652939278	89.1314905623	87.4342430675	55.9573225768	148.253553924
171.849365344	136.4120566	99.6993186182	43.9728741543	44.4143679228	43.9336299347	18.6997538916	73.916027371
317.911616487	300.869305305	300.440455887	247.272212958	250.222668246	204.867988155	160.568264991	250.111168627
278.783768564	298.982382816	308.751478279	338.684885277	265.515297752	207.158020907	177.404733862	269.563592251
186.006630328	197.348139921	181.454330774	182.180341323	209.592260786	271.656603038	311.999411713	286.049335178
254.236663099	212.046858206	173.382163882	175.963814454	248.061289709	318.409080409	284.718988143	285.036332568
178.844605041	161.096519745	171.898420814	160.390127278	218.265178324	250.7886223	307.927849639	242.459087344
230.607281355	223.213990158	163.510144792	126.114834432	155.130508159	131.61263088	135.300700302	264.151565468
223.884412219	233.382540641	192.772222816	215.105840788	176.996835335	111.202091811	87.3951004258	163.00320239
194.541391097	182.825338927	115.488045794	86.7039476791	98.2913490151	63.2889927318	68.9926351151	172.370091708
233.067992951	183.166210324	126.163899278	86.9281448492	123.824991876	92.7335140399	96.2609216914	180.568270209
215.939976315	214.988304083	205.903325362	234.45331557	261.306008318	345.709990577	320.937224024	291.366888252
294.85815911	262.778514836	226.571072265	212.805657201	215.322605927	151.575178313	133.022983935	207.094474076
231.485983829	259.620888652	251.566652772	264.78291884	197.749732203	158.128394722	134.789423591	277.184606667
208.676133642	180.020690894	129.708556889	92.8964742025	69.1212901469	74.9878929666	76.0685833145	146.84521542
200.257526321	192.258209177	131.046036586	92.2758852555	99.1585950403	71.7650495184	55.4460747994	117.152484356
189.028416037	233.65862598	232.157544911	222.807667684	285.784437221	331.641017777	327.520404624	298.048183963
199.07857643	223.822950255	299.213957301	317.002463527	315.295655353	331.651820201	252.63277776	214.517008176
195.717866936	176.552455467	119.825026288	61.6057319897	89.1091059486	77.3572498296	59.5738690267	148.335178401
181.156180465	221.20768277	206.856505938	233.984629228	240.318184155	224.575818823	147.218571093	86.8118204718
201.812144492	247.590238667	218.490831444	250.945595007	220.119456559	144.368773316	102.956568492	159.271673353
161.547822801	153.02206882	72.1991037602	65.527626312	74.8284507038	65.6944150856	42.9230975144	175.940549892
161.597494545	248.756019256	218.342308668	264.777680403	261.484147798	221.541495749	169.685517797	120.239652718
157.986616507	220.04911238	198.298079101	200.956917241	199.961998466	118.824463035	73.2982433247	117.658002218
264.984271466	229.115481588	163.876188291	132.611120237	194.436513914	152.728396473	152.151787265	264.270372429
195.817625746	258.941556423	206.197653901	155.474817839	194.1988128	164.294900963	186.732643292	314.206885029
325.802887782	322.233398796	302.802559053	254.028685192	223.056497868	205.071760293	191.855497015	275.857486187
203.667220949	195.313315673	187.902867275	191.968319875	256.243658822	319.910034468	304.754641647	250.548590318
234.218160161	228.677483613	163.878951259	130.017323668	145.944640537	123.164376025	144.863950957	254.691237971
261.577580424	228.065373438	218.365956978	184.773058829	140.49627523	198.257019765	279.281840398	298.591905989
164.801298965	201.11358778	186.314313358	202.783951844	116.037933711	104.31309744	54.9122485099	154.988911465
222.339143573	234.852853115	189.455289685	133.302280642	129.485555733	127.264139859	145.927488219	255.120081776
238.670728952	292.158156376	258.723939448	276.543928569	262.064611499	153.167719233	157.881276175	246.093437912
387.115739246	455.466892524	457.608585127	483.629250955	395.700818567	398.92250952	325.308652123	374.164895691
224.566665061	177.513471053	128.657222364	119.129433395	122.946040621	138.450438967	110.709096665	247.475470985
164.022629859	212.119216868	258.604954355	272.654100405	291.114764834	273.807318873	228.236835505	152.096870166
238.259985999	241.909671317	231.068524642	215.302258389	204.716195415	140.405132266	103.584471284	151.275711938
191.412487661	157.692101787	116.878367966	76.6925382546	111.737407273	79.4592390541	75.2601334826	204.647518789
292.215205355	320.458956305	362.794568908	376.165969081	359.621111216	318.889382752	238.823958895	247.812561323
212.430400772	148.545689525	160.828394743	88.0199558591	108.521640445	77.1558936202	65.8982730072	170.832117682
210.854668215	165.551449386	104.689721113	92.0730921907	92.4418976742	93.5912051531	63.4004928781	175.157584304
167.885724184	226.967530944	220.747360229	222.022790923	215.606399317	189.931026761	105.477994905	101.475108195
261.012991026	265.530817852	234.85074283	237.0982279	225.624630678	143.26002089	137.058486427	167.852838186
179.472114768	153.845008133	96.1291039486	72.1860656738	115.376892551	75.0325063155	114.40672292	218.690739164
285.928331675	259.031151298	200.896880336	157.043157614	252.358318209	196.951503346	140.644111969	247.846866632
193.472796241	194.13994442	135.264169926	84.9239613375	98.7280303626	70.7863191152	79.2532074743	169.327941236
189.214825143	188.920497592	100.160436095	76.447263649	97.2465706695	71.9734511341	69.5108911528	159.310919014
208.895681587	155.278599581	118.379450105	80.0380868157	77.6049603524	76.4766961242	50.1047453846	123.235893826
227.879825856	267.144909553	239.64734165	215.211736955	252.238241999	172.292899222	105.821872183	197.380351277
164.141611138	202.692100883	293.412057864	268.617832619	220.795821273	215.624637834	227.266667513	132.821628161
197.10589019	214.225393115	174.497164264	168.844979676	136.192697585	95.8040446155	74.9621630015	206.540485118
190.931090899	199.497864794	229.902597107	185.979567253	259.154108291	300.935443545	312.302895616	290.657145507
191.481165824	186.624723256	189.872162304	213.006487181	221.139799489	294.50640957	306.426765826	290.385796636
109.618232562	157.868700755	179.295909964	213.467600761	233.305428923	168.337033224	105.909679193	92.6844580671
269.383209572	274.852547096	278.056229566	207.892777741	184.420779839	159.642776126	172.118364405	273.431100109
190.061599104	196.413461685	283.673754967	306.161544288	270.246983983	274.997151215	212.467012137	169.120593641
280.672910292	298.911547325	295.732781829	273.805214532	213.497034745	169.229830186	180.21814371	251.298793436
276.167813499	241.920226787	220.220653366	194.995971152	174.591509021	138.439847886	148.757866098	262.298952403
249.086156586	215.32379349	173.968133735	138.495064414	143.417396907	136.719797507	126.568495496	248.327631663
168.553366655	175.174736167	154.607315591	115.359391698	100.332651486	73.9758184421	29.375904947	154.084126023
250.003741148	274.364437844	243.165480689	264.847776015	321.859458759	358.856716348	381.922365696	314.354047926
268.997518431	276.896848907	204.250451574	169.728403247	169.067978865	139.100270205	152.977703262	198.752654549
303.598830409	339.723901224	288.661889403	327.130005497	305.685607757	215.038874428	197.43854492	302.363238597
406.25368976	464.152650872	391.737770644	409.393013769	419.762843599	346.194740603	292.991040582	381.779810963
171.162597492	218.14744727	199.634101264	180.277010499	160.076172204	112.924537988	61.3873877217	124.138503754
230.264209196	252.221088721	166.006025158	138.156809729	186.376178909	129.159634764	126.49221629	237.245809807
166.65855971	271.894438571	236.593101655	265.853765091	276.489011726	254.403940905	236.876829519	137.937896882
198.216673857	225.838221533	197.167649309	220.221917418	181.827727797	123.13093208	89.1426311922	231.002634353
244.509587569	233.158267563	212.506122397	172.673488041	169.004178466	131.045442238	161.793098669	284.675793902
151.530796737	182.150909973	206.874613151	218.245554862	248.414364383	201.763086223	120.331836618	98.6691650281
162.440622892	215.459234224	234.855570292	264.759473732	272.510162463	216.881827704	195.278018759	119.301683714
277.022404597	276.271949271	225.62034634	262.319963715	242.388554048	215.622362735	119.176927555	214.371605032
188.822231273	165.566696732	162.312509446	123.644683394	110.461980022	57.9692690612	48.6973601245	150.637842249
179.818447384	174.573339383	135.396414334	64.4583456841	73.4315148529	76.764175652	82.896916508	174.524921756
146.507570226	188.086561354	245.991042322	246.334431381	183.230117523	160.399936978	127.827438354	106.802477061
216.356840402	236.739541739	240.42801016	263.556480664	238.551745216	347.064234996	348.071009489	250.761229906
204.129049365	237.81038635	193.475494948	182.950077287	243.539877924	279.701555495	319.048313935	302.720185197
176.762961164	196.413462184	164.910424815	178.8314348	148.014841067	71.3714896849	58.5030222131	127.366717089
215.54753036	165.128837311	184.309325623	193.629773257	183.946319031	240.41839885	317.532813861	264.76928656
204.799373507	220.838189131	195.339044343	181.727494774	142.676838281	104.209413828	83.2388778303	203.478531172
234.586969915	257.81323223	223.128219844	251.311935521	227.493865535	186.290409112	97.9139636058	206.428986555
265.780542566	288.698499846	283.664603009	223.678870489	230.396833074	179.755843092	177.5592338	315.002892411
308.604807463	303.767988356	222.817478207	221.591100899	286.804778065	217.951225445	160.429368438	243.832627989
159.546380791	209.346986839	242.115703665	283.812425902	255.949205357	209.209629635	169.200396092	136.627899389
232.965935113	208.68471208	167.46410046	161.520303138	135.806736016	84.4825289744	95.7611613244	168.381827204
197.956420679	193.158846409	180.031736305	205.020336124	276.787756062	282.183801335	317.366024868	256.54767658
205.16328594	200.577865805	137.681625264	96.7789334803	130.15823948	97.5477485913	91.4704635415	206.069385093
215.606333278	215.93582522	225.912088484	255.154447824	278.822910386	161.945004047	116.539264653	210.572439104
246.903405723	246.886255804	246.234407485	292.6011651	234.972930524	159.401807629	188.640479994	143.5945686
227.211750159	242.954116412	248.683603581	188.331770058	177.220590169	145.17755342	106.325031306	152.133482555
261.48260284	205.932760005	189.872161207	219.481743353	257.460101889	259.67738485	344.316827129	301.236752627
193.502953549	219.075146361	231.367003729	236.098864562	191.562615209	113.619605506	107.185369095	216.292773356
197.770011408	200.262004496	234.777083802	295.47769692	305.504533507	324.900867051	300.324328965	231.470773381
208.76938706	186.492109107	146.211789893	87.9284316709	97.1175787497	102.673169642	70.5660664091	166.420594798
276.387312799	262.727175707	195.386434715	158.527682299	178.130320288	158.261030741	168.287098719	260.898713139
241.5720817	191.471089357	151.538568228	109.262995778	133.498916831	145.040266971	175.673809384	251.163941863
186.153179529	165.568601452	113.952780406	92.9565133149	84.3109909633	65.0729892419	100.83868912	200.073498228
160.996105258	137.744160466	97.0227808872	66.5179347779	99.5521534009	83.9645119839	74.6088802029	214.387203664
261.625293194	231.586665211	149.058230893	121.673836881	178.904656634	158.595173522	147.273486579	234.762594901
212.967241685	206.982535987	182.307884271	149.185972173	209.190009851	123.039673757	155.317841084	286.873458204
278.063359955	228.759342284	183.06234687	135.009084781	181.706686483	173.112779019	134.468433936	238.297369376
197.053810723	192.266044397	118.556047371	88.8483591697	100.425331774	78.0366447778	74.8284507038	164.608852579
134.469479677	193.149033581	205.991623583	243.724708941	291.592543129	209.317551757	223.739712612	146.281916611
208.316829325	168.307600172	200.752554255	165.305434522	172.938386547	230.499484275	318.690512458	233.020912116
288.369006317	267.55614026	226.589378715	161.633817481	193.631088154	160.819241722	153.369076057	207.753452173
274.145963323	269.166984507	263.474102148	225.58260115	216.448368559	158.293140949	147.749416991	264.901903088
310.086267814	262.610870032	228.998405511	199.280905634	244.686185	248.355494108	253.849651419	362.00604775
160.556911276	245.922369264	230.519109493	229.12594846	272.029423446	192.962624584	154.709559873	128.308175066
255.566312239	216.622264888	209.76701442	262.073767643	312.202215208	351.237791484	322.727636657	288.597820768
294.006048957	278.691087462	233.079779206	196.425904528	219.314953317	164.981672054	172.771598651	280.977047708
198.29980359	205.922946189	197.191163756	176.431101188	218.029715559	276.267771988	327.549836742	251.98556299
159.232428791	197.200974389	207.561383035	247.021202966	301.197509766	281.693253112	243.744329	174.596444109
245.928689739	224.420226641	227.330733741	226.479545849	260.746646958	332.054071823	354.441179212	288.304939833
177.394487829	220.704295933	242.752758973	230.506664404	286.831381267	315.268316947	326.626616203	247.557843509
158.400809765	151.885220263	135.975060013	58.0910304387	51.1776868237	50.6662890646	38.998836875	116.201001379
172.735843838	219.020229877	247.960554187	288.808331483	303.196118553	319.881189743	267.656816316	212.311416421
245.763943461	199.644308205	202.042271454	178.30058647	180.048726229	269.75274694	295.151037536	299.919509068
189.429556985	197.105886039	157.978040215	119.905153682	117.169118929	73.9843953451	75.1508543746	186.822179806
251.800819061	216.970001029	216.635501886	212.218396073	173.433624843	153.578087477	158.810001205	303.416642291
217.450867029	280.064625692	255.56657717	257.224634843	224.357803894	167.238200675	129.828880749	194.522570878
209.104978765	195.141777614	131.278131713	88.1019835202	103.729107635	100.675728504	124.390876098	204.636412183
242.684739696	227.399211856	285.019177993	262.69916979	245.765390849	326.43138419	373.484905874	244.382043303
145.424672888	143.209758682	125.627733781	154.192803197	154.879245732	190.272108961	273.962916022	225.207346667
281.138506076	238.423607845	164.086697162	160.892460151	165.596866326	134.917559169	143.905353213	186.080244743
244.038659185	243.538295499	195.788191102	165.540897946	140.650407201	154.444664221	180.149467633	281.467600651
235.604626547	316.50391178	288.268330004	220.512090952	219.834810091	169.01991569	210.73718272	293.97036139
219.295331337	205.187125336	138.38406759	129.308897307	151.79569667	103.633527413	108.332993651	229.008214168
263.126308876	242.029707531	250.990040414	215.459895294	237.572423641	157.13076859	144.729081429	287.627652674
246.221573388	255.941564675	168.992455911	157.2131405	182.519907804	137.095862395	121.326040434	223.550735064
264.914908931	236.825542426	189.360942865	171.03209228	251.114669608	183.7344916	198.675462039	318.023114762
193.760895447	227.854099034	201.883225519	153.320780082	149.967209426	109.038211562	74.0873194716	158.904347024
231.996742057	215.254620342	246.87767547	192.311397528	276.536616967	319.96149934	338.256030629	268.997518144
289.542043453	243.047745849	219.050056293	237.465294049	234.512180795	316.924527614	329.492412155	349.173264812
320.146618734	302.875780758	236.831066772	179.536181354	266.045969509	244.729709702	291.920188648	329.921529885
168.844983803	203.032529387	117.246311212	91.2325547176	111.525515502	79.6365766705	98.1970018351	202.93818463
159.222615743	151.491554864	163.137204342	149.323326276	159.732790446	87.0137037648	102.367910371	255.223187563
268.855798043	294.354769303	253.442923834	214.480572489	162.31110464	192.395496394	160.297546848	251.960210583
170.088634587	149.838555438	80.279844416	45.3889891427	64.9271820236	54.5748556005	46.6583711756	132.298784556
188.528980663	176.31546793	172.764626557	159.659115677	213.307665987	221.944609948	268.01117476	302.661874447
237.554118009	227.028699734	323.560515641	291.499175616	281.962229889	263.739525917	202.472439145	170.832116556
167.463983369	198.234814279	222.608023624	241.443946787	213.180907435	201.117864929	169.66059302	79.2243668217
264.380204527	210.618197755	235.577171479	234.671067462	251.758854348	296.487309705	361.781511345	214.535485236
232.886321612	233.307344065	202.243628739	142.59653816	156.737209602	128.309427633	135.503320732	250.706310093
180.82730077	189.657253926	129.127531073	105.273716016	80.6047137809	72.5366235658	50.7169727613	129.851297879
237.632079419	229.135756074	213.516655901	185.182507192	231.421722851	250.082230163	340.107906753	303.983827358
224.15480446	251.868684653	171.04262512	144.390436365	190.189737	108.439269072	118.287399292	193.219227272
152.227377967	195.994221255	155.661226177	105.330829099	88.3578099313	45.9056396484	67.7743451784	125.610154516
169.429887303	151.937598031	118.850047937	155.33549133	95.5523912014	45.1401633364	38.7253079761	86.0900993667
245.992758732	227.193444937	133.160272381	127.10129373	157.20398876	155.977549611	109.162319004	203.772101229
164.123307401	141.498235946	99.5979151374	75.9019957677	70.0443723026	78.8857229348	46.513196958	185.485333334
158.269654856	132.616128238	58.1600035901	31.2799778344	50.9554010307	40.5430374385	39.2650779868	120.445498029
182.102087574	155.658673033	130.312695069	130.675819216	235.384316213	257.631645519	235.521495977	210.288490521
281.879861512	243.512418606	146.614504309	187.892447964	247.923943948	237.892765583	275.619523221	293.549344978
218.393769414	195.664965168	201.248531989	162.944070108	163.827490321	105.195757668	73.5984345922	184.51498749
280.790764287	304.617407697	242.083185736	257.778923083	271.939397272	191.685285556	151.01359155	245.119411732
156.526700692	175.637200068	187.498890845	90.9304633173	92.5870726413	68.470135708	66.1636952138	82.1531794247
196.893290864	180.512413883	126.10047091	83.4617757854	118.539446362	87.4561266024	102.642732699	206.939691668
299.568882565	279.564266946	288.95338912	287.736825408	274.099547681	181.346409859	185.653434808	303.542332382
248.944155796	247.364587249	207.81647003	209.111519793	253.241370771	309.968538572	354.785155372	276.787753757
299.287987472	293.851376322	290.226971415	317.053063207	290.135447611	229.234461023	192.239905953	196.047363384
174.342778236	163.407222436	119.587809005	130.583400894	140.026576876	175.080390306	268.731637055	220.958261934
193.750072607	231.248020556	195.983291626	206.243286952	207.140236362	129.435188857	82.3179255236	149.607383677
201.34121265	213.850229606	210.455627551	169.798868303	229.018027765	284.096943368	325.705369689	247.757027276
233.497700193	214.388356287	163.227107054	177.156000773	236.774077649	174.051162936	156.245506143	302.661875983
220.060591554	201.674786684	242.694551207	283.459233565	268.86047023	302.865373461	342.962912031	208.768135675
265.764023163	285.293641552	303.81117786	257.856116865	247.555253755	202.698031252	150.190209401	214.705700952
256.408343322	236.318525686	220.429719707	257.094787598	185.704993126	151.41043288	119.166042763	194.537190636
236.849373888	232.858866749	215.121248232	123.632481415	135.009085226	150.696536583	130.798917425	218.599213363
125.904482286	169.896978419	229.302547647	215.037362298	232.844316222	214.448702696	185.427781249	98.433699848
292.092906595	265.240214067	241.23271278	212.28047268	177.569177092	156.495160219	170.760346008	254.820940525
200.3124447	250.916826696	281.8524003	286.373752568	329.408984703	340.877111448	270.823592013	214.81006054
163.544453555	178.785614494	129.717134656	85.9406032202	84.9285287437	68.8039432262	64.9014511228	180.86122676
203.6439656	241.828353472	198.381257435	150.861280352	150.238905734	125.225020799	90.5918193536	201.877524562
257.631644661	304.821478217	290.369190826	218.277192832	197.030470177	189.711529726	166.116612496	249.521899793
210.810402275	207.945659253	170.502628352	107.551471531	120.795193461	101.867744702	82.006739162	165.340595629
224.547116297	216.921532896	200.379273477	179.568296331	155.126092324	102.00525084	105.539646623	216.62296566
145.134031008	183.740293654	221.179039331	235.346117088	242.586630842	243.979791106	154.689938881	117.918334851
159.226700341	203.122271954	167.518898573	191.763968858	192.834820946	264.746307527	293.338837182	259.630038985
197.099900367	205.154133483	183.096518933	227.577850547	229.747003747	133.663661778	85.9697877513	203.094815504
233.783273172	276.910031619	193.155159509	146.696875655	201.850067907	163.766357832	122.653158073	212.723281553
262.568001305	226.955477747	258.019189771	205.428712525	201.969052104	139.457219578	132.785019126	170.209745266
294.213622591	246.29444319	239.733113463	223.720029291	202.080494407	178.759885728	146.785176403	278.569346686
255.854155768	254.230672362	213.044640112	152.571595046	161.901225822	146.027142035	135.420368497	222.157806962
227.399214491	197.603225928	244.156390952	217.431246092	287.177598144	307.555030439	341.765965523	280.300089994
245.212842772	252.717378515	309.856782676	304.619743979	314.101286984	241.387948166	169.876950145	294.960675392
164.706964616	182.572780582	244.352609703	260.658480637	234.620104234	225.770590144	158.781124197	120.900875613
199.005266957	243.215959133	265.972697018	221.030617996	219.118353263	151.990927712	127.093368317	151.152882411
238.57920182	175.948387709	187.746007113	180.02126343	181.924994449	188.084649873	193.548717524	319.826276024
287.560227922	277.523582733	249.130566769	161.518391561	162.460245146	186.703211778	199.692968245	215.989024046
215.862602797	161.002293119	153.771787195	160.810088753	149.9643313	158.137549074	208.824303237	291.517482476
288.387312972	290.529004321	226.827345291	198.793122055	224.383616223	230.34191892	218.114125527	342.744230898
271.793763538	271.903594049	275.546303051	246.843946521	191.699904064	168.379237335	153.771789653	234.98225792
225.555138812	268.828339289	212.11921272	175.124657087	136.226372712	146.101962147	126.259260011	180.09448511
231.525011267	217.844849736	147.308369187	110.659249504	197.603346819	191.779628922	208.967751413	268.379981275
305.51171025	335.449665454	302.271716175	247.127674436	278.630709706	203.259559171	203.524982222	297.677138156
222.198919894	211.297164195	227.895915556	198.442618601	202.154539938	123.155140081	92.991733472	169.755910095
327.084242187	271.912745738	236.034797924	238.991063777	231.55005336	202.454133283	158.393816545	245.086658555
247.951400962	268.471392228	259.337157589	199.598542949	229.344292506	167.482287618	137.105014391	166.8233065
231.137203299	260.530938347	207.276866446	225.829455479	287.854557943	318.170529153	351.312063423	272.147154884
207.609450639	226.620951071	145.588065176	102.747636964	134.290908227	140.496273786	111.656249594	216.275984409
267.32014888	245.716338398	216.106758063	227.762219381	181.7584714	141.11152111	167.718936865	278.70089815
231.907000702	242.862590355	158.503650332	140.665353327	213.190061889	195.141258189	153.607042607	279.225620603
215.321880094	193.747504584	199.477126307	158.457360741	160.99840617	130.319430509	112.247579945	263.660646507
232.15754568	205.108635333	156.436293897	192.638863982	220.884712384	286.157253677	290.336737104	279.377861517
200.843289779	200.9439686	177.714826341	163.308731694	103.249779464	95.8636814604	76.3962337315	158.915513263
250.349365951	240.702590635	209.300234391	255.950717081	213.528706903	159.345683463	140.628744471	282.273415892
204.367015736	167.793475772	193.484648199	217.857858082	177.275504195	132.90400299	63.5277641604	163.976866216
229.463276703	257.936820318	215.221926491	237.023270063	226.305647933	179.261606101	102.554187493	231.101577964
194.699170559	208.179479146	168.807957821	111.246858171	110.010673029	94.4210032731	85.051504835	178.177455875
205.854273515	230.744764369	205.520696626	217.274267293	251.642178103	290.84690802	347.505400074	259.598896822
185.260995988	174.616066082	106.439471012	63.7224046995	103.49617379	74.200546937	73.4352885322	158.879233621
307.996709332	286.948981327	257.684576742	221.978915904	195.57062257	175.14043057	188.563286931	258.962538425
203.101146674	188.837748833	143.791837008	165.114026244	156.785849565	102.399687065	58.220041215	106.285024343
252.281128314	274.967042743	270.215437115	298.579268018	330.24521018	262.178876241	161.091456719	271.819317512
232.549983073	216.214681721	168.641173768	167.228387627	246.717060336	270.763803386	296.772748988	278.946172152
250.440893596	240.464625928	263.41003889	281.431383939	224.740564538	158.50364982	150.971109915	259.227328614
255.605822721	248.335871196	200.203138612	171.918045263	159.909386504	143.701626236	117.702491266	201.606110607
233.550707426	216.901451495	172.035774396	115.475396246	139.531952508	108.696000408	118.713023398	191.206455697
216.440334512	205.520696626	175.165482555	143.073721577	112.306445225	139.973447896	205.903324923	259.265318287
211.907654577	229.224057644	225.446821473	213.094784524	193.129411656	136.215836696	103.025246298	237.916597545
214.654236152	215.915041846	170.766208313	145.481487394	188.846326432	110.20467204	78.4786946998	155.662275542
210.768898826	275.490238214	214.997313397	185.415565251	260.729379378	306.092639899	323.169259029	272.351087462
176.296181135	155.474158933	90.8206329346	50.5220094975	53.3409906426	54.686413989	69.605049991	106.160285233
203.924529358	223.282602754	157.291887055	98.6344236458	120.702805237	108.506443096	105.530257099	179.360268167
